,FirstName,LastName,Position,Age,OverallRating,TraitDevelopment,ContractStatus,Motivation3,Motivation2,Motivation1,OriginalHitPowerRating,OriginalJumpingRating,AgilityRating,AccelerationRating,OriginalKickAccuracyRating,OriginalKickPowerRating,BreakSackRating,BlockSheddingRating,BCVisionRating,AwarenessRating,CatchInTrafficRating,CatchingRating,CarryingRating,BreakTackleRating,DeepRouteRunningRating,ConfidenceRating,ChangeOfDirectionRating,ImpactBlockingRating,HitPowerRating,Height,FinesseMovesRating,JukeMoveRating,InjuryRating,KickReturnRating,KickPowerRating,KickAccuracyRating,JumpingRating,MediumRouteRunningRating,ManCoverageRating,LongSnapRating,LeadBlockRating,PressRating,PowerMovesRating,RunBlockPowerRating,RunBlockFinesseRating,ReleaseRating,PursuitRating,SpeedRating,SpectacularCatchRating,ShortRouteRunningRating,RunBlockRating,StrengthRating,StiffArmRating,StaminaRating,SpinMoveRating,ThrowAccuracyRating,ThrowAccuracyMidRating,ThrowAccuracyDeepRating,TackleRating,ThrowUnderPressureRating,ThrowPowerRating,ThrowOnTheRunRating,ThrowAccuracyShortRating,ZoneCoverageRating,TruckingRating,ToughnessRating,PlayActionRating,PassBlockFinesseRating,PassBlockPowerRating,PassBlockRating,Player,IsVisible,ProDayThreeConeDrill,ProDayTwentyYardShuttle,ProDayVerticalJump,CombineTwentyYardShuttle,CombineVerticalJump,ProDayFortyYardDash,CombineFortyYardDash,CombineOverallGrade,CombineThreeConeDrill,ProDayBroadJump,InitialDraftRank,TrueOverallRanking,CombineBenchPress,ProDayBenchPress,ProductionGrade,CombineBroadJump
14,Daniel,Smith,RE,22,69,Normal,Draft,HighestOffer,TeamHasFranchiseQB,NoIncomeTax,71,79,79,85,25,30,45,66,46,67,27,46,50,31,39,41,63,74,71,74,71,36,91,41,30,25,79,29,50,0,24,26,66,36,32,45,75,83,27,36,29,81,41,87,43,14,20,27,78,28,34,14,31,46,30,80,34,38,31,48,160,True,0,0,0,0,0,0,0,0,0,0,59,99,0,0,12,0
403,Kyle,Price,TE,23,67,Normal,Draft,HeadCoachHistoricRecord,WarmWeatherState,TeamPrestige,39,77,80,83,47,31,27,31,72,68,74,81,65,74,62,44,79,45,39,75,39,63,84,27,31,47,77,62,41,0,54,35,30,52,59,63,42,86,78,63,57,70,63,85,60,20,14,37,29,36,25,34,11,26,59,82,24,58,45,53,3259,True,0,0,0,0,0,0,0,0,0,0,60,133,0,0,4,0
94,Juan,Fitzsimmons,CB,22,69,Normal,Draft,WarmWeatherState,MentoratPosition,CloseToHome,48,84,91,90,32,25,26,52,60,60,29,65,66,39,32,47,88,46,48,70,37,71,95,88,25,32,84,26,66,0,40,70,32,42,33,49,74,90,27,28,24,56,31,96,65,19,24,15,65,37,28,14,16,64,46,79,36,28,48,37,1031,True,0,0,0,0,0,0,0,0,0,0,61,96,0,0,93,0
426,Harold,Snell,WR,22,67,Normal,Draft,ChampionshipContender,BigMarket,SchemeFit,36,87,88,87,45,46,46,41,68,56,77,82,64,78,66,50,83,60,36,74,41,79,83,62,46,45,87,70,35,0,45,37,40,30,39,77,26,90,84,68,61,66,65,92,71,17,32,23,30,42,33,17,10,41,64,79,29,35,35,24,3282,True,0,0,0,0,0,0,0,0,0,0,62,132,0,0,24,0
58,Carlos,Valentine,CB,22,66,Normal,Draft,TeamHasFranchiseQB,HeadCoachHistoricRecord,TeamPrestige,59,91,88,89,29,48,41,62,60,62,47,68,62,48,35,53,87,54,59,72,39,64,98,85,48,29,91,26,64,0,32,67,25,26,38,43,73,89,26,24,42,59,36,80,67,10,11,36,61,47,28,27,26,64,37,81,34,46,47,45,625,True,0,0,0,0,0,0,0,0,0,0,63,195,0,0,86,0
12,Lloyd,Bryan,QB,21,66,Star,Draft,ChampionshipContender,MentoratPosition,NoIncomeTax,31,62,77,80,48,32,56,39,58,75,47,30,56,50,45,48,81,27,31,72,30,52,97,40,32,48,62,42,45,0,47,33,33,38,29,49,39,77,31,39,41,49,50,95,55,22,74,65,35,72,85,75,90,26,56,84,91,46,41,26,112,True,0,0,0,0,0,0,0,0,0,0,64,193,0,0,68,0
225,Nick,Dillon,CB,21,66,Normal,Draft,HeadCoachHistoricRecord,WarmWeatherState,SchemeFit,66,88,82,95,40,41,32,54,68,58,27,60,62,34,30,48,83,53,66,69,30,70,88,95,41,40,88,33,65,0,29,69,24,38,39,47,70,92,47,38,26,58,41,88,76,12,18,16,59,46,20,35,27,65,45,81,28,36,25,25,2451,True,0,0,0,0,0,0,0,0,0,0,65,189,0,0,2,0
165,Tim,Lovelocke,ROLB,23,62,Normal,Draft,MentoratPosition,TeamHasFranchiseQB,SchemeFit,70,74,77,89,44,38,48,64,25,69,36,50,58,30,43,46,72,58,70,71,58,26,83,39,38,44,74,26,55,0,45,42,43,48,33,43,75,83,48,43,25,69,38,95,32,12,15,33,72,28,15,30,18,66,39,81,25,37,42,24,1815,True,0,0,0,0,0,0,0,0,0,0,66,302,0,0,21,0
425,Keith,Browning,WR,21,67,Normal,Draft,ChampionshipContender,BigMarket,MentoratPosition,28,87,88,91,29,43,44,33,73,64,76,80,70,78,71,58,79,61,28,76,35,80,83,60,43,29,87,64,36,0,45,33,41,37,24,75,28,87,83,68,53,67,71,85,71,32,28,13,29,39,37,24,34,45,58,82,35,47,25,57,3281,True,0,0,0,0,0,0,0,0,0,0,67,137,0,0,6,0
364,Dewayne,Heyward,SS,22,68,Normal,Draft,TeamPrestige,MentoratPosition,NoIncomeTax,79,85,86,88,48,26,31,43,63,65,46,67,60,31,26,54,78,57,79,74,32,65,91,50,26,48,85,33,60,0,27,68,40,37,45,43,78,89,32,48,41,62,39,87,68,33,31,15,66,24,23,23,28,73,37,80,46,31,34,34,3220,True,0,0,0,0,0,0,0,0,0,0,68,101,0,0,53,0
279,Theo,Blackwell,LT,21,65,Normal,Draft,WarmWeatherState,TeamHasFranchiseQB,HeadCoachHistoricRecord,33,63,64,74,26,24,29,30,29,68,42,48,52,41,26,42,52,72,33,77,35,37,89,26,24,26,63,36,39,0,79,43,41,62,62,50,24,64,38,38,67,83,36,87,28,37,24,33,30,48,10,17,24,24,43,85,25,75,75,72,2962,True,0,0,0,0,0,0,0,0,0,0,69,203,0,0,17,0
129,Justice,Richardson,HB,22,69,Normal,Draft,TeamPrestige,NoIncomeTax,WarmWeatherState,25,76,86,92,39,26,39,40,76,64,59,58,88,72,39,48,89,43,25,69,32,77,82,81,26,39,76,51,42,0,34,43,45,41,43,52,41,89,51,55,43,62,62,82,77,36,11,27,48,27,34,22,29,43,64,81,36,28,26,43,1411,True,0,0,0,0,0,0,0,0,0,0,70,98,0,0,10,0
428,Daryl,Starks,WR,21,68,Normal,Draft,SchemeFit,ChampionshipContender,CloseToHome,36,79,91,90,47,43,29,41,74,62,74,77,70,77,66,47,87,46,36,74,45,81,83,37,43,47,79,71,44,0,25,27,42,33,33,68,40,90,78,69,46,63,48,94,77,23,18,32,47,45,32,16,33,37,61,81,25,47,36,42,3284,True,0,0,0,0,0,0,0,0,0,0,71,111,0,0,22,0
230,Damian,Meadows,DT,22,73,Star,Draft,WarmWeatherState,HeadCoachHistoricRecord,BigMarket,75,74,71,84,29,34,37,73,35,68,45,43,57,44,30,59,64,80,75,74,74,42,94,30,34,29,74,32,48,0,24,35,60,43,27,48,81,79,44,38,38,89,42,80,36,18,35,24,77,39,20,32,23,49,36,81,25,46,39,43,2522,True,0,0,0,0,0,0,0,0,0,0,72,32,0,0,94,0
219,Carlos,Humphries,HB,22,67,Normal,Draft,TeamHasFranchiseQB,SchemeFit,CloseToHome,25,81,88,89,41,31,29,41,71,62,51,61,83,73,38,59,84,41,25,68,40,80,90,83,31,41,81,50,42,0,24,43,43,46,38,65,35,93,52,54,28,61,64,95,77,22,33,28,35,35,25,15,11,27,67,78,24,36,44,48,2330,True,0,0,0,0,0,0,0,0,0,0,73,136,0,0,3,0
99,Bruce,Dunlap,LT,23,65,Normal,Draft,HighestOffer,WarmWeatherState,BigMarket,44,61,73,74,25,29,24,31,25,74,27,28,56,48,41,58,51,69,44,77,39,33,93,26,29,25,61,46,36,0,77,40,32,64,64,44,34,65,34,43,65,79,32,98,37,18,29,17,36,36,14,12,22,33,46,83,32,74,72,76,1054,True,0,0,0,0,0,0,0,0,0,0,74,202,0,0,24,0
371,Broderick,Tate,SS,23,66,Normal,Draft,HighestOffer,TeamHasFranchiseQB,NoIncomeTax,68,80,89,88,36,46,40,52,71,60,35,64,62,37,40,56,78,45,68,73,47,70,81,45,46,36,80,28,63,0,35,69,27,31,47,49,77,90,47,47,33,63,37,87,63,17,24,10,60,28,36,34,19,73,40,78,28,46,46,26,3227,True,0,0,0,0,0,0,0,0,0,0,75,188,0,0,49,0
76,Kameron,Samuel,MLB,23,64,Normal,Draft,CloseToHome,MentoratPosition,HeadCoachHistoricRecord,76,74,82,88,36,36,34,63,34,72,27,64,51,33,47,51,68,68,76,73,52,37,81,24,36,36,74,44,59,0,42,31,51,29,42,46,79,82,27,30,41,77,31,98,47,14,29,18,72,38,34,17,30,57,26,78,43,35,37,48,812,True,0,0,0,0,0,0,0,0,0,0,76,248,0,0,17,0
383,Chauncey,Slay,TE,22,66,Normal,Draft,WarmWeatherState,HighestOffer,HeadCoachHistoricRecord,44,84,81,83,44,48,26,31,59,60,74,79,68,68,63,55,78,47,44,76,37,58,93,43,48,44,84,63,33,0,53,28,47,55,54,66,28,86,74,65,65,76,61,96,57,10,12,35,25,44,34,19,28,27,67,78,31,60,58,49,3239,True,0,0,0,0,0,0,0,0,0,0,77,187,0,0,5,0
233,Jonathan,Alexander,DT,23,65,Normal,Draft,MentoratPosition,ChampionshipContender,TeamPrestige,69,80,66,74,38,24,37,64,33,65,37,28,52,31,32,47,57,71,69,75,58,42,94,38,24,38,80,38,32,0,27,35,74,25,45,48,78,66,43,31,36,89,28,93,29,32,16,25,76,40,11,33,12,20,34,81,38,34,31,26,2570,True,0,0,0,0,0,0,0,0,0,0,78,199,0,0,49,0
332,Rashaud,Sherman,RT,23,63,Normal,Draft,HeadCoachHistoricRecord,HighestOffer,TeamPrestige,28,60,68,69,38,45,41,44,33,74,25,30,53,24,25,49,53,69,28,78,44,38,78,39,45,38,60,31,27,0,76,30,45,61,66,46,32,62,35,37,66,79,30,96,43,16,32,19,48,43,12,16,30,39,26,84,46,72,72,76,3188,True,0,0,0,0,0,0,0,0,0,0,79,283,0,0,1,0
61,Jaren,Ancrum,CB,22,67,Normal,Draft,BigMarket,CloseToHome,TeamPrestige,57,83,85,93,44,29,35,60,60,65,48,59,58,41,26,53,83,40,57,69,27,70,83,86,29,44,83,27,67,0,28,66,25,43,31,41,65,90,28,45,38,57,43,87,73,23,11,29,59,38,20,31,36,64,40,80,43,41,28,40,646,True,0,0,0,0,0,0,0,0,0,0,80,140,0,0,29,0
388,Harry,Harrington,TE,22,65,Normal,Draft,NoIncomeTax,HighestOffer,SchemeFit,30,75,78,83,32,33,25,45,60,69,70,79,70,70,62,46,79,54,30,75,30,67,78,26,33,32,75,63,28,0,46,33,39,53,61,64,47,81,71,62,57,76,65,89,66,19,36,36,45,45,38,18,16,32,67,86,42,65,54,48,3244,True,0,0,0,0,0,0,0,0,0,0,81,200,0,0,11,0
21,Deveon,Meredith,CB,22,67,Normal,Draft,TeamHasFranchiseQB,HighestOffer,BigMarket,57,86,88,92,35,36,28,62,65,58,38,63,60,29,24,49,85,61,57,71,45,71,92,92,36,35,86,38,69,0,38,66,41,40,44,50,64,93,43,26,30,60,32,93,65,26,35,32,57,26,19,32,26,63,38,79,29,24,48,42,217,True,0,0,0,0,0,0,0,0,0,0,82,142,0,0,28,0
188,George,Haynes,MLB,22,63,Normal,Draft,SchemeFit,NoIncomeTax,HeadCoachHistoricRecord,83,80,78,90,35,38,29,66,47,69,44,60,55,30,34,42,71,76,83,75,59,48,87,48,38,35,80,37,58,0,36,43,57,30,37,43,79,85,26,44,46,73,39,84,30,11,31,12,73,37,27,28,23,55,45,84,41,33,41,40,1979,True,0,0,0,0,0,0,0,0,0,0,83,277,0,0,12,0
1,Damien,Carr,MLB,21,71,Normal,Draft,HeadCoachHistoricRecord,TeamPrestige,ChampionshipContender,82,78,87,89,48,28,41,64,47,75,39,75,52,34,42,55,81,81,82,71,59,48,83,41,28,48,78,27,58,0,41,26,60,46,31,48,83,88,26,36,40,75,24,96,40,25,12,32,80,32,24,23,27,66,41,78,45,30,39,37,7,True,0,0,0,0,0,0,0,0,0,0,84,78,0,0,94,0
241,Josh,Reynolds,RG,22,73,Star,Draft,ChampionshipContender,NoIncomeTax,HeadCoachHistoricRecord,30,74,70,81,38,34,25,42,34,72,24,48,57,41,28,55,55,87,30,75,42,28,94,32,34,38,74,42,30,0,85,33,29,67,74,44,38,70,47,33,76,88,35,89,40,16,37,30,44,43,10,20,14,26,43,85,25,76,65,75,2624,True,0,0,0,0,0,0,0,0,0,0,85,29,0,0,93,0
89,Cam,Wentz,ROLB,21,73,Superstar,Draft,TeamHasFranchiseQB,WarmWeatherState,BigMarket,74,85,86,90,36,34,48,67,41,76,43,51,52,41,28,45,77,71,74,72,59,28,96,27,34,36,85,40,62,0,35,45,51,47,37,42,82,83,33,30,41,74,30,85,47,25,24,21,80,25,28,13,24,73,26,86,46,27,45,36,995,True,0,0,0,0,0,0,0,0,0,0,86,30,0,0,57,0
63,Joseph,Bush,MLB,23,66,Normal,Draft,MentoratPosition,HeadCoachHistoricRecord,ChampionshipContender,78,76,86,90,27,28,39,61,30,66,40,67,51,33,46,43,68,71,78,75,56,40,83,27,28,27,76,38,55,0,32,43,59,45,25,39,81,82,32,46,25,74,26,97,44,17,36,31,81,46,34,28,22,60,39,85,36,44,35,30,670,True,0,0,0,0,0,0,0,0,0,0,87,186,0,0,9,0
149,Steve,Barton,C,22,73,Star,Draft,CloseToHome,SchemeFit,TeamPrestige,36,72,70,80,28,45,39,32,36,78,32,44,59,35,38,52,55,74,36,73,32,46,87,35,45,28,72,28,26,0,80,47,46,60,67,39,33,65,40,41,74,85,47,90,42,16,17,26,47,29,38,18,25,48,41,83,48,79,79,79,1639,True,0,0,0,0,0,0,0,0,0,0,88,43,0,0,90,0
397,John,Morrison,TE,22,73,Normal,Draft,MentoratPosition,TeamHasFranchiseQB,NoIncomeTax,45,79,84,87,40,25,37,35,69,75,77,80,79,71,63,46,80,61,45,76,36,62,78,47,25,40,79,64,33,0,52,34,38,51,66,64,33,84,73,74,65,74,68,95,70,36,22,31,42,30,36,29,23,37,73,81,28,56,58,64,3253,True,0,0,0,0,0,0,0,0,0,0,89,31,0,0,91,0
247,Ricardo,Rutherford,LOLB,23,66,Normal,Draft,ChampionshipContender,CloseToHome,BigMarket,64,76,80,84,47,31,46,72,25,65,31,40,52,48,29,57,66,79,64,77,73,26,87,44,31,47,76,29,30,0,32,24,59,34,39,43,78,81,36,35,28,73,41,94,39,16,18,16,75,46,19,34,32,40,46,83,32,37,33,38,2692,True,0,0,0,0,0,0,0,0,0,0,90,185,0,0,21,0
34,Matthew,Shaughnessy,RG,22,74,Star,Draft,ChampionshipContender,BigMarket,HeadCoachHistoricRecord,26,64,67,75,40,40,26,31,37,78,31,35,56,47,35,48,59,79,26,74,46,47,86,37,40,40,64,27,41,0,70,44,42,62,63,38,30,65,27,38,68,87,28,98,48,32,14,10,45,30,11,10,31,33,38,81,46,79,81,76,329,True,0,0,0,0,0,0,0,0,0,0,91,16,0,0,80,0
130,Dee,Pryor,CB,21,70,Normal,Draft,MentoratPosition,TeamHasFranchiseQB,TeamPrestige,53,83,88,94,37,25,35,56,62,62,29,67,58,33,31,56,87,41,53,75,33,73,97,78,25,37,83,28,71,0,46,71,41,32,37,50,70,91,33,30,35,57,25,87,74,35,11,10,58,44,29,37,13,61,43,85,47,33,41,41,1419,True,0,0,0,0,0,0,0,0,0,0,92,80,0,0,7,0
31,James,Grant,RG,22,73,Superstar,Draft,ChampionshipContender,NoIncomeTax,TeamPrestige,46,80,73,83,46,32,33,40,40,72,36,44,51,32,29,52,59,90,46,75,24,32,97,33,32,46,80,47,36,0,83,38,34,70,75,46,33,65,44,24,75,86,47,88,31,22,26,22,41,32,22,25,25,31,32,81,38,78,67,73,315,True,0,0,0,0,0,0,0,0,0,0,93,36,0,0,84,0
231,Bernie,Bowden,ROLB,22,72,Normal,Draft,HeadCoachHistoricRecord,TeamHasFranchiseQB,BigMarket,77,86,86,88,26,36,39,62,28,78,45,59,53,31,37,51,80,72,77,71,58,24,91,36,36,26,86,34,60,0,31,41,52,28,43,50,82,82,46,47,29,74,28,92,33,20,34,16,79,26,16,20,31,70,36,85,48,42,29,33,2527,True,0,0,0,0,0,0,0,0,0,0,94,55,0,0,72,0
161,Devon,Wake,MLB,22,71,Star,Draft,MentoratPosition,HeadCoachHistoricRecord,ChampionshipContender,77,77,87,90,46,37,44,64,29,77,30,73,51,37,24,56,80,84,77,72,65,32,97,27,37,46,77,24,64,0,42,47,54,26,36,41,81,88,38,37,28,72,33,86,45,31,12,16,78,48,15,36,20,65,43,84,30,48,47,29,1769,True,0,0,0,0,0,0,0,0,0,0,95,71,0,0,93,0
174,Reggie,McKnight,ROLB,22,62,Normal,Draft,NoIncomeTax,TeamHasFranchiseQB,BigMarket,68,74,80,89,29,47,35,65,40,66,34,55,55,27,25,49,74,60,68,72,58,30,95,36,47,29,74,36,59,0,36,41,44,29,37,41,70,81,42,36,38,70,44,98,48,11,17,16,78,39,17,24,31,61,45,84,25,45,42,39,1886,True,0,0,0,0,0,0,0,0,0,0,96,305,0,0,8,0
156,Kazeem,Stoutmire,MLB,23,63,Normal,Draft,TeamHasFranchiseQB,NoIncomeTax,MentoratPosition,81,76,83,87,31,30,41,61,45,70,37,59,50,25,28,42,73,74,81,75,53,34,80,38,30,31,76,43,54,0,24,30,53,34,37,50,75,83,37,36,32,68,37,82,44,12,12,28,81,38,22,36,31,56,30,86,41,31,24,27,1716,True,0,0,0,0,0,0,0,0,0,0,97,276,0,0,4,0
395,Jon,Bradley,TE,23,72,Star,Draft,HighestOffer,TeamHasFranchiseQB,WarmWeatherState,34,77,81,86,24,32,37,31,70,72,81,84,79,61,57,59,81,59,34,77,24,69,97,34,32,24,77,66,39,0,57,38,29,51,66,66,30,86,74,70,65,74,68,98,63,21,18,14,48,35,13,25,27,32,73,79,45,55,50,58,3251,True,0,0,0,0,0,0,0,0,0,0,98,54,0,0,94,0
19,Nigel,Leach,HB,23,70,Normal,Draft,ChampionshipContender,NoIncomeTax,HighestOffer,45,77,85,89,37,25,25,44,79,64,55,72,88,70,41,48,84,36,45,68,38,83,91,90,25,37,77,50,25,0,38,24,37,33,31,67,39,94,50,52,44,60,67,97,74,26,34,24,33,41,17,11,12,44,65,79,29,45,25,48,205,True,0,0,0,0,0,0,0,0,0,0,99,79,0,0,6,0
86,Julius,Sheffield,ROLB,22,67,Normal,Draft,TeamPrestige,WarmWeatherState,TeamHasFranchiseQB,69,76,77,86,30,31,26,68,25,63,30,39,59,45,27,55,64,77,69,74,75,38,82,36,31,30,76,30,43,0,31,42,65,34,48,40,75,86,30,29,33,75,34,98,30,32,22,24,70,30,28,34,12,44,29,86,34,47,47,37,935,True,0,0,0,0,0,0,0,0,0,0,100,144,0,0,1,0
376,Gregory,Bailey,SS,21,66,Star,Draft,HeadCoachHistoricRecord,NoIncomeTax,BigMarket,78,83,78,90,46,40,37,64,50,60,26,68,45,41,28,59,82,57,78,72,45,58,81,54,40,46,83,33,63,0,25,69,48,45,26,48,81,84,30,45,42,67,42,95,61,27,12,14,65,37,34,16,16,68,62,80,44,38,33,38,3232,True,0,0,0,0,0,0,0,0,0,0,101,184,0,0,30,0
132,Jermaine,Reed,CB,22,65,Normal,Draft,MentoratPosition,SchemeFit,BigMarket,47,90,84,93,47,43,43,58,68,60,24,68,58,32,25,53,85,41,47,75,44,68,85,79,43,47,90,35,64,0,33,69,39,47,32,39,67,89,38,46,38,55,40,83,72,32,22,37,60,33,26,31,19,63,35,83,32,45,34,44,1432,True,0,0,0,0,0,0,0,0,0,0,102,205,0,0,24,0
289,Craig,Hillhouse,RE,22,68,Normal,Draft,TeamHasFranchiseQB,BigMarket,TeamPrestige,77,82,72,84,43,39,48,64,28,66,24,46,50,41,38,51,63,79,77,76,75,39,93,29,39,43,82,43,50,0,47,24,63,31,45,49,75,80,35,47,32,82,34,76,48,20,24,35,74,24,35,19,26,47,30,80,48,38,30,25,3049,True,0,0,0,0,0,0,0,0,0,0,103,113,0,0,22,0
346,Devontae,Farr,FS,23,67,Normal,Draft,CloseToHome,TeamHasFranchiseQB,WarmWeatherState,79,74,79,90,39,35,28,62,53,62,31,59,45,31,25,50,79,66,79,71,44,58,94,55,35,39,74,44,65,0,46,68,41,31,41,39,81,83,35,42,40,69,46,84,60,36,20,33,71,45,19,36,30,69,62,79,32,42,30,44,3202,True,0,0,0,0,0,0,0,0,0,0,104,145,0,0,33,0
184,Monty,Johnson,DT,22,62,Normal,Draft,CloseToHome,WarmWeatherState,HeadCoachHistoricRecord,71,78,71,74,39,32,25,62,44,62,27,25,51,43,35,42,57,79,71,77,65,47,88,42,32,39,78,25,39,0,46,35,72,40,46,44,75,66,43,35,29,90,24,71,46,13,29,14,70,33,25,12,23,16,44,84,24,40,35,38,1938,True,0,0,0,0,0,0,0,0,0,0,105,292,0,0,31,0
25,Travis,Smith,CB,22,67,Normal,Draft,TeamHasFranchiseQB,CloseToHome,MentoratPosition,55,86,88,91,38,48,32,52,58,63,46,57,62,26,29,46,87,43,55,75,41,70,80,76,48,38,86,30,65,0,40,66,25,42,33,38,71,93,46,38,46,56,46,81,64,24,33,30,59,32,32,20,24,65,40,78,33,46,31,33,276,True,0,0,0,0,0,0,0,0,0,0,106,146,0,0,2,0
357,Mitch,LaMontagne,FS,22,68,Star,Draft,WarmWeatherState,SchemeFit,ChampionshipContender,78,85,88,86,26,24,27,45,65,66,30,63,60,27,37,46,79,56,78,70,34,68,88,48,24,26,85,24,58,0,31,63,43,32,32,41,77,88,48,24,39,58,37,93,66,13,16,21,68,34,20,37,22,74,37,85,42,26,36,45,3213,True,0,0,0,0,0,0,0,0,0,0,107,107,0,0,44,0
377,Carl,Thompson,SS,21,66,Normal,Draft,TeamPrestige,HighestOffer,BigMarket,83,72,85,89,44,36,40,55,48,58,46,59,50,42,44,51,77,64,83,74,34,49,98,51,36,44,72,37,66,0,42,57,47,39,29,47,80,86,25,41,43,65,58,85,53,12,29,37,71,28,18,13,37,64,49,79,29,35,27,25,3233,True,0,0,0,0,0,0,0,0,0,0,108,182,0,0,41,0
82,Zachary,Seri,RE,23,66,Normal,Draft,HeadCoachHistoricRecord,WarmWeatherState,CloseToHome,72,79,78,81,26,31,27,67,47,63,43,42,59,45,43,52,64,80,72,77,74,27,88,34,31,26,79,42,44,0,46,47,66,36,27,46,77,78,37,37,44,77,32,95,27,13,27,37,74,26,37,17,21,46,40,86,25,32,24,41,884,True,0,0,0,0,0,0,0,0,0,0,109,180,0,0,22,0
244,Earl,Beckham,LOLB,22,66,Normal,Draft,MentoratPosition,HighestOffer,SchemeFit,72,79,76,89,28,29,27,71,37,66,33,49,58,42,24,56,67,78,72,72,58,41,89,24,29,28,79,40,51,0,32,45,58,25,47,44,74,86,41,45,43,75,31,95,24,10,29,27,79,45,12,16,18,53,28,79,26,35,45,28,2661,True,0,0,0,0,0,0,0,0,0,0,110,179,0,0,14,0
16,Craig,Trapp,LE,23,64,Normal,Draft,TeamPrestige,WarmWeatherState,CloseToHome,77,67,67,79,42,36,33,68,26,65,44,35,57,46,31,51,58,68,77,76,59,30,90,46,36,42,67,31,26,0,42,33,66,27,47,46,79,70,32,28,33,89,27,82,30,30,33,12,73,40,35,32,20,17,38,81,48,24,35,32,165,True,0,0,0,0,0,0,0,0,0,0,111,241,0,0,42,0
32,Chuck,Phillips,DT,23,63,Normal,Draft,TeamHasFranchiseQB,ChampionshipContender,CloseToHome,65,77,67,74,25,47,38,62,31,66,42,25,57,25,46,49,62,77,65,76,61,35,81,43,47,25,77,29,38,0,44,31,72,48,39,43,74,70,28,39,31,85,47,75,28,21,24,19,78,46,26,36,31,27,44,78,31,30,26,43,320,True,0,0,0,0,0,0,0,0,0,0,112,267,0,0,35,0
194,Angel,Kerr,HB,22,71,Normal,Draft,TeamPrestige,NoIncomeTax,SchemeFit,46,74,90,91,45,40,34,31,81,66,58,58,83,74,39,40,89,28,46,70,31,77,84,92,40,45,74,51,25,0,29,34,47,29,27,51,46,93,52,54,41,66,68,97,74,29,19,22,47,35,14,20,31,33,64,86,31,26,35,52,2031,True,0,0,0,0,0,0,0,0,0,0,113,68,0,0,24,0
202,Darrell,Hyde,CB,23,69,Normal,Draft,SchemeFit,TeamHasFranchiseQB,MentoratPosition,49,89,86,95,48,42,45,60,57,62,32,61,65,48,41,43,84,60,49,70,37,74,83,75,42,48,89,29,71,0,40,69,36,33,29,49,71,88,24,39,45,62,32,79,64,22,11,35,60,37,27,29,35,60,32,80,27,27,30,36,2163,True,0,0,0,0,0,0,0,0,0,0,114,88,0,0,20,0
64,Marco,Holloman,RG,21,64,Normal,Draft,TeamHasFranchiseQB,BigMarket,MentoratPosition,33,64,67,75,32,45,33,44,39,57,27,36,55,36,37,59,51,88,33,75,32,30,95,37,45,32,64,46,34,0,80,35,40,72,61,43,43,60,33,32,71,85,41,92,42,18,15,19,33,48,31,19,26,41,24,80,26,64,68,66,671,True,0,0,0,0,0,0,0,0,0,0,115,240,0,0,13,0
169,Jayvon,McClain,DT,22,60,Normal,Draft,ChampionshipContender,TeamHasFranchiseQB,TeamPrestige,65,78,67,75,30,43,24,61,33,60,43,36,56,27,27,52,57,72,65,73,58,32,79,29,43,30,78,46,31,0,29,36,67,24,27,47,74,70,37,36,33,88,25,92,35,25,33,34,74,45,34,16,13,15,25,78,24,33,46,36,1862,True,0,0,0,0,0,0,0,0,0,0,116,356,0,0,44,0
262,Stanley,Jackson,DT,22,72,XFactor,Draft,HighestOffer,WarmWeatherState,NoIncomeTax,73,62,60,72,33,42,30,74,25,66,30,24,53,36,30,49,52,84,73,75,62,28,81,24,42,33,62,40,44,0,32,47,64,43,44,41,78,60,44,31,37,96,45,73,42,16,29,32,76,36,18,16,10,44,40,78,39,34,48,36,2845,True,0,0,0,0,0,0,0,0,0,0,117,56,0,0,81,0
7,Calvin,Graves,ROLB,22,69,Normal,Draft,HighestOffer,BigMarket,WarmWeatherState,83,79,80,88,40,25,40,70,41,60,47,49,59,47,28,48,74,73,83,73,51,30,81,45,25,40,79,41,53,0,40,45,54,24,33,42,79,82,47,32,33,76,30,95,41,10,28,16,82,43,25,34,12,55,30,78,48,27,24,28,82,True,0,0,0,0,0,0,0,0,0,0,118,90,0,0,20,0
363,Keon,Clifford,SS,22,69,Normal,Draft,WarmWeatherState,HighestOffer,TeamHasFranchiseQB,86,82,83,88,45,33,30,66,53,58,37,70,43,30,33,46,80,58,86,75,26,56,79,52,33,45,82,38,59,0,44,66,35,36,36,46,80,89,35,44,32,68,62,91,48,20,15,16,71,45,37,15,13,65,51,79,35,45,31,36,3219,True,0,0,0,0,0,0,0,0,0,0,119,91,0,0,47,0
20,Tracy,Short,CB,22,69,Normal,Draft,CloseToHome,HeadCoachHistoricRecord,TeamPrestige,65,84,92,91,48,43,35,53,56,61,31,67,66,40,26,48,90,49,65,74,42,69,91,90,43,48,84,35,66,0,47,64,37,26,27,38,74,88,34,36,27,56,36,87,71,16,30,11,63,39,11,27,11,66,28,79,45,43,35,35,213,True,0,0,0,0,0,0,0,0,0,0,120,92,0,0,83,0
